,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,Chg,StockPrice,T,ImpliedVolatility (caluclated),Difference
13348,2/17/17,2/24/17,73,GILD,Put,3.3,0.27944,0.36,69.849998,0.019164956,0.270122001,0.009317999
13373,2/17/17,3/3/17,72,GILD,Call,0.39,0.20277,-0.14,69.849998,0.038329911,0.209074927,-0.006304927
13375,2/17/17,3/3/17,73,GILD,Call,0.24,0.21158,-0.1,69.849998,0.038329911,0.217955275,-0.006375275
13379,2/17/17,3/3/17,75,GILD,Call,0.11,0.24998,-0.03,69.849998,0.038329911,0.246749957,0.003230043
13396,2/17/17,3/10/17,70,GILD,Call,1.35,0.20378,-0.18,69.849998,0.057494867,0.211445709,-0.007665709
13400,2/17/17,3/10/17,72,GILD,Call,0.59,0.20918,-0.16,69.849998,0.057494867,0.207225018,0.001954982
13403,2/17/17,3/10/17,73.5,GILD,Call,0.34,0.21706,-0.06,69.849998,0.057494867,0.220128673,-0.003068673
13414,2/17/17,3/17/17,75,GILD,Call,0.24,0.22257,-0.07,69.849998,0.076659822,0.213133783,0.009436217
13418,2/17/17,3/24/17,65.5,GILD,Call,4.8,0.22591,,69.849998,0.095824778,0.21963818,0.00627182
13430,2/17/17,3/24/17,71.5,GILD,Call,1.03,0.19722,-0.12,69.849998,0.095824778,0.196967581,0.000252419
13431,2/17/17,3/24/17,72,GILD,Call,0.8,0.19778,-0.16,69.849998,0.095824778,0.188010874,0.009769126
13432,2/17/17,3/24/17,72.5,GILD,Call,0.71,0.19497,-0.21,69.849998,0.095824778,0.194487481,0.000482519
13433,2/17/17,3/24/17,73,GILD,Call,0.56,0.19426,-0.15,69.849998,0.095824778,0.190232068,0.004027932
13438,2/17/17,3/24/17,75.5,GILD,Call,0.29,0.2133,-0.02,69.849998,0.095824778,0.214321649,-0.001021649
13446,2/17/17,3/3/17,65.5,GILD,Put,0.14,0.24211,,69.849998,0.038329911,0.247671397,-0.005561397
13448,2/17/17,3/3/17,66.5,GILD,Put,0.18,0.21872,-0.04,69.849998,0.038329911,0.218578316,0.000141684
13449,2/17/17,3/3/17,67,GILD,Put,0.25,0.21368,-0.02,69.849998,0.038329911,0.21728604,-0.00360604
13450,2/17/17,3/3/17,67.5,GILD,Put,0.28,0.20758,-0.01,69.849998,0.038329911,0.199843968,0.007736032
13453,2/17/17,3/3/17,69,GILD,Put,0.71,0.2099,0.06,69.849998,0.038329911,0.200596845,0.009303155
13459,2/17/17,3/3/17,72,GILD,Put,2.57,0.21605,0.42,69.849998,0.038329911,0.219313687,-0.003263687
13471,2/17/17,3/10/17,65,GILD,Put,0.16,0.21851,-0.04,69.849998,0.057494867,0.227961815,-0.009451815
13474,2/17/17,3/10/17,66.5,GILD,Put,0.3,0.2128,0.01,69.849998,0.057494867,0.2110179,0.0017821
13481,2/17/17,3/10/17,70,GILD,Put,1.45,0.20671,0.2,69.849998,0.057494867,0.206973262,-0.000263262
13497,2/17/17,3/24/17,63.5,GILD,Put,0.35,0.26926,,69.849998,0.095824778,0.2704348,-0.0011748
13507,2/17/17,3/24/17,68.5,GILD,Put,1.21,0.21872,,69.849998,0.095824778,0.212949903,0.005770097
13509,2/17/17,3/24/17,69.5,GILD,Put,1.64,0.21872,,69.849998,0.095824778,0.21221582,0.00650418
13510,2/17/17,3/24/17,70,GILD,Put,2,0.21872,0.12,69.849998,0.095824778,0.224896459,-0.006176459
13511,2/17/17,3/24/17,70.5,GILD,Put,2.2,0.22263,-0.01,69.849998,0.095824778,0.216542476,0.006087524
13516,2/17/17,3/24/17,73,GILD,Put,3.86,0.21872,,69.849998,0.095824778,0.216929979,0.001790021
13520,2/17/17,3/24/17,75,GILD,Put,6.3,0.33888,,69.849998,0.095824778,0.346271521,-0.007391521
13529,2/17/17,4/21/17,70,GILD,Put,2.66,0.21872,0.16,69.849998,0.1724846,0.225885556,-0.007165556
13531,2/17/17,4/21/17,75,GILD,Put,6.25,0.24974,0.34,69.849998,0.1724846,0.255175453,-0.005435453
13545,2/17/17,6/16/17,72.5,GILD,Call,2.48,0.22186,-0.15,69.849998,0.325804244,0.222811664,-0.000951664
13547,2/17/17,6/16/17,65,GILD,Put,1.98,0.26514,0.08,69.849998,0.325804244,0.259536863,0.005603137
13548,2/17/17,6/16/17,67.5,GILD,Put,2.93,0.24961,0.1,69.849998,0.325804244,0.258899019,-0.009289019
13550,2/17/17,6/16/17,72.5,GILD,Put,5.66,0.26992,0.2,69.849998,0.325804244,0.264277714,0.005642286
13558,2/17/17,8/18/17,67.5,GILD,Put,3.91,0.26203,0.14,69.849998,0.498288843,0.262871416,-0.000841416
13559,2/17/17,8/18/17,70,GILD,Put,5.1,0.25433,0.17,69.849998,0.498288843,0.260295419,-0.005965419
13585,2/17/17,7/21/17,39.7000007,GBCI,Call,0.65,0.18031,,36.630001,0.421629021,0.177726762,0.002583238
13598,2/17/17,9/15/17,20,GOOD,Put,1.65,0.31247,,20.370001,0.574948665,0.305068978,0.007401022
13600,2/17/17,4/21/17,10,GAIN,Call,0.05,0.20284,,9.11,0.1724846,0.196327872,0.006512128
13602,2/17/17,7/21/17,10,GAIN,Call,0.1,0.16097,,9.11,0.421629021,0.157796417,0.003173583
13618,2/17/17,3/17/17,2,GLUU,Put,0.1,0.57695,0.05,2.06,0.076659822,0.572023781,0.004926219
13646,2/17/17,3/17/17,10,GOGO,Put,1.2,0.70637,,9.22,0.076659822,0.707063237,-0.000693237
13647,2/17/17,3/24/17,10,GOGO,Put,1.43,0.84515,,9.22,0.095824778,0.841182207,0.003967793
13651,2/17/17,5/19/17,10,GOGO,Put,1.8,0.73405,,9.22,0.249144422,0.727247801,0.006802199
13661,2/17/17,9/15/17,25,GLNG,Call,4.82,0.50762,,26.57,0.574948665,0.50978834,-0.00216834
13665,2/17/17,1/18/19,25,GLNG,Call,7.8,0.48747,-0.2,26.57,1.916495551,0.493433806,-0.005963806
13676,2/17/17,8/18/17,22.5,GMLP,Put,1.7,0.35587,,23.67,0.498288843,0.349067109,0.006802891
13690,2/17/17,2/24/17,9.5,GPRO,Call,0.09,0.37041,-0.06,9.25,0.019164956,0.365120634,0.005289366
13698,2/17/17,3/3/17,9.5,GPRO,Call,0.18,0.39981,-0.01,9.25,0.038329911,0.392367786,0.007442214
13699,2/17/17,3/3/17,10,GPRO,Call,0.07,0.4107,-0.02,9.25,0.038329911,0.413848378,-0.003148378
13701,2/17/17,3/10/17,9,GPRO,Call,0.43,0.32972,-0.06,9.25,0.057494867,0.32796647,0.00175353
13702,2/17/17,3/10/17,9.5,GPRO,Call,0.22,0.37231,-0.04,9.25,0.057494867,0.36700105,0.00530895
13708,2/17/17,3/24/17,9.5,GPRO,Call,0.28,0.34296,-0.03,9.25,0.095824778,0.337552934,0.005407066
13712,2/17/17,3/3/17,9.5,GPRO,Put,0.61,0.65272,0.04,9.25,0.038329911,0.650116178,0.002603822
13716,2/17/17,3/10/17,9.5,GPRO,Put,0.73,0.66568,-0.35,9.25,0.057494867,0.667943583,-0.002263583
13719,2/17/17,3/17/17,10,GPRO,Put,1.24,0.76141,0.06,9.25,0.076659822,0.766701308,-0.005291308
13725,2/17/17,4/21/17,10,GPRO,Call,0.29,0.36118,-0.03,9.25,0.1724846,0.36930598,-0.00812598
13734,2/17/17,1/18/19,10,GPRO,Call,1.68,0.37792,-0.37,9.25,1.916495551,0.380771198,-0.002851198
13741,2/17/17,9/15/17,20,GOV,Put,1.9,0.29191,,19.57,0.574948665,0.286239135,0.005670865
13800,2/17/17,3/10/17,5,GRPN,Call,0.11,0.51588,0.02,4.66,0.057494867,0.52577478,-0.00989478
13801,2/17/17,3/17/17,4.5,GRPN,Call,0.32,0.45094,,4.66,0.076659822,0.455378124,-0.004438124
13805,2/17/17,3/3/17,4.5,GRPN,Put,0.12,0.52741,-0.04,4.66,0.038329911,0.530580735,-0.003170735
13814,2/17/17,4/21/17,5,GRPN,Call,0.23,0.46531,,4.66,0.1724846,0.468643653,-0.003333653
13815,2/17/17,4/21/17,4.5,GRPN,Put,0.28,0.47372,-0.02,4.66,0.1724846,0.470068065,0.003651935
13817,2/17/17,7/21/17,4.5,GRPN,Call,0.71,0.52259,,4.66,0.421629021,0.527080094,-0.004490094
13819,2/17/17,7/21/17,4.5,GRPN,Put,0.54,0.52733,0.01,4.66,0.421629021,0.526629312,0.000700688
13829,2/17/17,3/17/17,35,GGAL,Call,1.3,0.3758,,34.619999,0.076659822,0.384146499,-0.008346499
13830,2/17/17,3/17/17,35,GGAL,Put,1.25,0.26681,-0.25,34.619999,0.076659822,0.274919454,-0.008109454
13840,2/17/17,3/17/17,5,GSVC,Call,0.6,0.56724,0.16,5.45,0.076659822,0.564718295,0.002521705
13842,2/17/17,6/16/17,5,GSVC,Call,0.75,0.40155,0.06,5.45,0.325804244,0.410861315,-0.009311315
13853,2/17/17,3/17/17,20,GPOR,Call,0.55,0.35395,-0.15,19.48,0.076659822,0.357745953,-0.003795953
13854,2/17/17,3/17/17,20,GPOR,Put,1.05,0.35414,0.2,19.48,0.076659822,0.351878829,0.002261171
13860,2/17/17,3/17/17,125,GWPH,Call,7.2,0.31499,-0.5,129.589996,0.076659822,0.320702786,-0.005712786
13861,2/17/17,3/17/17,130,GWPH,Call,4.5,0.32318,-0.3,129.589996,0.076659822,0.32645936,-0.00327936
13869,2/17/17,5/19/17,120,GWPH,Call,15.27,0.3863,-0.31,129.589996,0.249144422,0.38842194,-0.00212194
13871,2/17/17,5/19/17,130,GWPH,Call,8.7,0.35164,-0.6,129.589996,0.249144422,0.342016151,0.009623849
13872,2/17/17,5/19/17,135,GWPH,Call,6.9,0.34416,-0.4,129.589996,0.249144422,0.353238383,-0.009078383
13875,2/17/17,5/19/17,125,GWPH,Put,7.3,0.38452,0.55,129.589996,0.249144422,0.374986665,0.009533335
13876,2/17/17,5/19/17,130,GWPH,Put,10.5,0.40053,,129.589996,0.249144422,0.402358878,-0.001828878
13884,2/17/17,8/18/17,125,GWPH,Put,12.2,0.39729,-0.61,129.589996,0.498288843,0.406960888,-0.009670888
13892,2/17/17,1/19/18,125,GWPH,Put,19.15,0.44148,,129.589996,0.919917864,0.448659657,-0.007179657
13900,2/17/17,1/18/19,140,GWPH,Call,18.5,0.30256,,129.589996,1.916495551,0.309584087,-0.007024087
13911,2/17/17,5/19/17,25,HEES,Put,2.81,0.50865,,24.33,0.249144422,0.506107044,0.002542956
13919,2/17/17,9/15/17,10,HNRG,Put,1.8,0.4859,,9.25,0.574948665,0.488030511,-0.002130511
13921,2/17/17,3/17/17,13,HALO,Call,0.6,0.54134,0.05,12.61,0.076659822,0.550299327,-0.008959327
13927,2/17/17,6/16/17,13,HALO,Put,1.9,0.59375,,12.61,0.325804244,0.589483259,0.004266741
13947,2/17/17,6/16/17,10,HDNG,Put,0.7,0.48081,,11,0.325804244,0.477576607,0.003233393
13958,2/17/17,2/24/17,98,HAS,Call,1.37,0.20226,0.37,98.5,0.019164956,0.202096559,0.000163441
13959,2/17/17,2/24/17,99,HAS,Call,0.8,0.18487,0.2,98.5,0.019164956,0.188261367,-0.003391367
13975,2/17/17,2/24/17,98,HAS,Put,0.9,0.2134,-0.45,98.5,0.019164956,0.209478233,0.003921767
13983,2/17/17,3/3/17,98,HAS,Call,1.75,0.18778,-0.14,98.5,0.038329911,0.192388795,-0.004608795
13985,2/17/17,3/3/17,100,HAS,Call,0.95,0.20748,-0.2,98.5,0.038329911,0.204029235,0.003450765
13987,2/17/17,3/3/17,102,HAS,Call,0.55,0.21826,,98.5,0.038329911,0.226448422,-0.008188422
13997,2/17/17,3/10/17,102,HAS,Call,0.56,0.18038,,98.5,0.057494867,0.186016485,-0.005636485
14001,2/17/17,3/17/17,97.5,HAS,Call,2.48,0.17848,0.13,98.5,0.076659822,0.177129318,0.001350682
14007,2/17/17,3/24/17,99,HAS,Call,2,0.182,0.14,98.5,0.095824778,0.182021813,-2.18E-05
14009,2/17/17,3/24/17,101,HAS,Call,1.57,0.21285,,98.5,0.095824778,0.212381494,0.000468506
14027,2/17/17,3/3/17,98,HAS,Put,1.33,0.21262,-0.42,98.5,0.038329911,0.205383916,0.007236084
14043,2/17/17,3/17/17,92.5,HAS,Put,0.6,0.24997,-0.15,98.5,0.076659822,0.243157384,0.006812616
14044,2/17/17,3/17/17,95,HAS,Put,0.95,0.21872,-0.5,98.5,0.076659822,0.21515563,0.00356437
14048,2/17/17,3/24/17,90,HAS,Put,0.49,0.24997,,98.5,0.095824778,0.259640903,-0.009670903
14054,2/17/17,3/24/17,99,HAS,Put,2.99,0.21872,,98.5,0.095824778,0.226240792,-0.007520792
14058,2/17/17,4/21/17,97.5,HAS,Call,3.91,0.2052,0.41,98.5,0.1724846,0.205854373,-0.000654373
14063,2/17/17,4/21/17,95,HAS,Put,2,0.21872,-0.3,98.5,0.1724846,0.218750684,-3.07E-05
14064,2/17/17,4/21/17,97.5,HAS,Put,3.4,0.24178,,98.5,0.1724846,0.241516065,0.000263935
14085,2/17/17,1/19/18,100,HAS,Put,10.6,0.27256,,98.5,0.919917864,0.266528146,0.006031854
14089,2/17/17,3/17/17,47,HA,Put,0.95,0.4214,,50.299999,0.076659822,0.414843327,0.006556673
14097,2/17/17,4/21/17,55,HA,Call,1.2,0.33077,0.05,50.299999,0.1724846,0.340351474,-0.009581474
14102,2/17/17,4/21/17,50,HA,Put,2.65,0.33751,0.15,50.299999,0.1724846,0.33960032,-0.00209032
14105,2/17/17,7/21/17,55,HA,Call,3,0.35867,,50.299999,0.421629021,0.365052255,-0.006382255
14106,2/17/17,7/21/17,50,HA,Put,4.77,0.3924,0.72,50.299999,0.421629021,0.383967002,0.008432998
14140,2/17/17,3/17/17,45,HQY,Call,0.78,0.33971,-0.52,42.830002,0.076659822,0.33752385,0.00218615
14182,2/17/17,5/19/17,100,HELE,Call,4.1,0.24997,1.25,97.949997,0.249144422,0.254229763,-0.004259763
14188,2/17/17,8/18/17,105,HELE,Call,3.7,0.23012,,97.949997,0.498288843,0.229546656,0.000573344
14226,2/17/17,5/19/17,15,HCCI,Call,1.4,0.3818,,15.4,0.249144422,0.390355399,-0.008555399
14229,2/17/17,3/17/17,30,MLHR,Put,0.57,0.20208,,30.15,0.076659822,0.194987936,0.007092064
14230,2/17/17,5/19/17,30,MLHR,Call,1.9,0.31121,-0.55,30.15,0.249144422,0.301831333,0.009378667
14236,2/17/17,6/16/17,15,HRTX,Call,1.7,0.61137,0.5,14.3,0.325804244,0.609133573,0.002236427
14257,2/17/17,3/3/17,7.5,HIMX,Call,0.1,0.52675,,6.94,0.038329911,0.532850878,-0.006100878
14265,2/17/17,3/3/17,7,HIMX,Put,0.31,0.51765,,6.94,0.038329911,0.51403935,0.00361065
14319,2/17/17,9/15/17,42,HOLX,Call,1.86,0.21079,,40,0.574948665,0.21799242,-0.00720242
14321,2/17/17,9/15/17,38,HOLX,Put,2.25,0.27593,,40,0.574948665,0.271691862,0.004238138
14327,2/17/17,1/19/18,37,HOLX,Put,2.4,0.26541,,40,0.919917864,0.257624295,0.007785705
14346,2/17/17,5/19/17,35,HOFT,Put,4.1,0.47028,,33.150002,0.249144422,0.460307356,0.009972644
14357,2/17/17,5/19/17,17,HZNP,Call,1.85,0.54472,,16.969999,0.249144422,0.550351636,-0.005631636
14367,2/17/17,1/19/18,17,HZNP,Put,3.5,0.5437,,16.969999,0.919917864,0.549777746,-0.006077746
14369,2/17/17,1/18/19,17,HZNP,Put,5,0.55703,,16.969999,1.916495551,0.556051178,0.000978822
14398,2/17/17,6/16/17,30,HPT,Put,0.75,0.21259,,31.780001,0.325804244,0.212068601,0.000521399
14401,2/17/17,6/16/17,33,HPT,Put,2.7,0.28162,,31.780001,0.325804244,0.280490569,0.001129431
14418,2/17/17,3/17/17,7.5,HWCC,Call,0.3,0.64716,,7,0.076659822,0.638705987,0.008454013
14420,2/17/17,6/16/17,7.5,HWCC,Call,0.45,0.40503,,7,0.325804244,0.404589554,0.000440446
14435,2/17/17,5/19/17,7.5,HDSN,Put,0.71,0.54127,-0.29,7.73,0.249144422,0.545556445,-0.004286445
14438,2/17/17,3/17/17,13,HBAN,Call,1.16,0.21457,-0.01,14.13,0.076659822,0.207316272,0.007253728
14440,2/17/17,3/17/17,15,HBAN,Call,0.07,0.20813,-0.05,14.13,0.076659822,0.212381195,-0.004251195
14441,2/17/17,3/17/17,13,HBAN,Put,0.07,0.26626,,14.13,0.076659822,0.274015387,-0.007755387
14442,2/17/17,3/17/17,14,HBAN,Put,0.34,0.25909,-0.03,14.13,0.076659822,0.260203457,-0.001113457
14446,2/17/17,4/21/17,13,HBAN,Put,0.19,0.25857,,14.13,0.1724846,0.264804817,-0.006234817
14450,2/17/17,7/21/17,15,HBAN,Call,0.51,0.23217,,14.13,0.421629021,0.229881573,0.002288427
14453,2/17/17,7/21/17,15,HBAN,Put,1.67,0.31584,,14.13,0.421629021,0.320295458,-0.004455458
14464,2/17/17,3/17/17,70,IAC,Put,0.35,0.24703,0.05,75.379997,0.076659822,0.247313013,-0.000283013
14470,2/17/17,4/21/17,75,IAC,Put,2.6,0.22634,0.25,75.379997,0.1724846,0.22628174,5.83E-05
14474,2/17/17,7/21/17,80,IAC,Call,2.65,0.22086,-0.3,75.379997,0.421629021,0.225708946,-0.004848946
14475,2/17/17,7/21/17,70,IAC,Put,2.4,0.25295,,75.379997,0.421629021,0.247608921,0.005341079
14489,2/17/17,5/19/17,85,IBKC,Call,3.75,0.21099,,85.25,0.249144422,0.21079352,0.00019648
14491,2/17/17,8/18/17,80,IBKC,Call,8.2,0.20944,,85.25,0.498288843,0.21591472,-0.00647472
14508,2/17/17,6/16/17,55,ICFI,Put,4,0.22238,,52.5,0.325804244,0.214428309,0.007951691
14524,2/17/17,5/19/17,10,ICON,Call,0.9,0.62812,,9.31,0.249144422,0.631943029,-0.003823029
14537,2/17/17,8/18/17,150,ICUI,Call,14,0.29293,5.8,152.199997,0.498288843,0.298727388,-0.005797388
14538,2/17/17,8/18/17,160,ICUI,Call,9,0.28117,,152.199997,0.498288843,0.281805602,-0.000635602
14547,2/17/17,3/17/17,135,IDXX,Put,1.05,0.23357,,142.229996,0.076659822,0.233310283,0.000259717
14555,2/17/17,4/21/17,155,IDXX,Call,0.85,0.19902,,142.229996,0.1724846,0.190895492,0.008124508
14558,2/17/17,4/21/17,140,IDXX,Put,3.6,0.20332,-0.4,142.229996,0.1724846,0.200386847,0.002933153
14569,2/17/17,7/21/17,140,IDXX,Put,7.4,0.24554,,142.229996,0.421629021,0.235839897,0.009700103
14570,2/17/17,7/21/17,145,IDXX,Put,10,0.23693,,142.229996,0.421629021,0.234664798,0.002265202
14581,2/17/17,7/21/17,40,INFO,Put,1.9,0.19902,,40.200001,0.421629021,0.196627178,0.002392822
14585,2/17/17,4/21/17,40,IIVI,Put,2.35,0.27737,,39,0.1724846,0.279421099,-0.002051099
14609,2/17/17,6/16/17,19,ILG,Put,1.1,0.24997,,18.98,0.325804244,0.256075326,-0.006105326
14647,2/17/17,3/10/17,160,ILMN,Call,7.2,0.33887,,163.369995,0.057494867,0.344020403,-0.005150403
14694,2/17/17,6/16/17,150,ILMN,Call,21.15,0.37661,,163.369995,0.325804244,0.372438692,0.004171308
14699,2/17/17,6/16/17,175,ILMN,Call,9,0.36462,,163.369995,0.325804244,0.36304106,0.00157894
14705,2/17/17,6/16/17,175,ILMN,Put,18.5,0.31207,,163.369995,0.325804244,0.31182035,0.00024965
14707,2/17/17,9/15/17,170,ILMN,Call,14.3,0.34565,,163.369995,0.574948665,0.342554478,0.003095522
14708,2/17/17,9/15/17,150,ILMN,Put,10.8,0.34876,,163.369995,0.574948665,0.356388213,-0.007628213
14711,2/17/17,1/19/18,150,ILMN,Call,32,0.40015,-0.2,163.369995,0.919917864,0.409555208,-0.009405208
14714,2/17/17,1/19/18,165,ILMN,Call,24.3,0.38801,1,163.369995,0.919917864,0.397005508,-0.008995508
14715,2/17/17,1/19/18,170,ILMN,Call,22.1,0.38716,-0.5,163.369995,0.919917864,0.393941552,-0.006781552
14717,2/17/17,1/19/18,150,ILMN,Put,17.1,0.39499,-0.6,163.369995,0.919917864,0.394811288,0.000178712
14720,2/17/17,1/19/18,165,ILMN,Put,24,0.37216,,163.369995,0.919917864,0.377965811,-0.005805811
14722,2/17/17,1/19/18,175,ILMN,Put,30.7,0.38119,,163.369995,0.919917864,0.388117217,-0.006927217
14749,2/17/17,8/18/17,5,IMMU,Call,1.3,0.77295,-0.05,5.34,0.498288843,0.776617238,-0.003667238
14768,2/17/17,3/17/17,50,INCR,Call,5.1,0.36279,0.7,54.5,0.076659822,0.367006912,-0.004216912
14780,2/17/17,3/17/17,130,INCY,Call,1.8,0.37217,-0.3,120.489998,0.076659822,0.377961827,-0.005791827
14781,2/17/17,3/17/17,110,INCY,Put,1.85,0.44335,-0.13,120.489998,0.076659822,0.441597784,0.001752216
14788,2/17/17,6/16/17,120,INCY,Call,12,0.42661,-0.8,120.489998,0.325804244,0.427024255,-0.000414255
14789,2/17/17,6/16/17,125,INCY,Call,9.6,0.41859,-0.6,120.489998,0.325804244,0.417339644,0.001250356
14792,2/17/17,6/16/17,115,INCY,Put,9,0.44338,,120.489998,0.325804244,0.434874487,0.008505513
14793,2/17/17,6/16/17,120,INCY,Put,11.5,0.44224,,120.489998,0.325804244,0.433851081,0.008388919
14800,2/17/17,9/15/17,130,INCY,Call,11,0.40074,,120.489998,0.574948665,0.401710937,-0.000970937
14803,2/17/17,1/19/18,110,INCY,Call,23.95,0.40195,,120.489998,0.919917864,0.410175075,-0.008225075
14823,2/17/17,3/17/17,65,INDB,Put,2.95,0.31917,,63.799999,0.076659822,0.325643943,-0.006473943
14830,2/17/17,8/18/17,65,INDB,Call,2.73,0.18434,,63.799999,0.498288843,0.178034235,0.006305765
14838,2/17/17,8/18/17,20,IBCP,Put,0.95,0.28531,,21.549999,0.498288843,0.278886509,0.006423491
14871,2/17/17,3/10/17,10.5,INFN,Put,0.15,0.43519,,11.36,0.057494867,0.438367509,-0.003177509
14873,2/17/17,3/17/17,11,INFN,Put,0.3,0.36448,,11.36,0.076659822,0.372209425,-0.007729425
14879,2/17/17,4/21/17,12,INFN,Call,0.4,0.35028,-0.1,11.36,0.1724846,0.345796998,0.004483002
14882,2/17/17,7/21/17,11,INFN,Call,1.45,0.4323,0.05,11.36,0.421629021,0.433205841,-0.000905841
14884,2/17/17,7/21/17,11,INFN,Put,1.11,0.43953,0.16,11.36,0.421629021,0.44839031,-0.00886031
14903,2/17/17,7/21/17,10,INWK,Put,1.06,0.3751,,9.8,0.421629021,0.378779752,-0.003679752
14908,2/17/17,6/16/17,45,IPHS,Call,5.3,0.19133,,49.669998,0.325804244,0.199279884,-0.007949884
14930,2/17/17,6/16/17,65,INGN,Call,7.86,0.3398,,69.360001,0.325804244,0.349542922,-0.009742922
14947,2/17/17,5/19/17,45,NSIT,Call,3,0.35485,,44.48,0.249144422,0.362905646,-0.008055646
14955,2/17/17,5/19/17,16,INSM,Put,4,1.21677,,15.43,0.249144422,1.20716321,0.00960679
14984,2/17/17,3/17/17,11,INSY,Call,0.77,0.59182,-0.08,11.1,0.076659822,0.587947382,0.003872618
14985,2/17/17,3/17/17,12,INSY,Call,0.6,0.76463,0.13,11.1,0.076659822,0.772941212,-0.008311212
14992,2/17/17,5/19/17,10,INSY,Put,2.11,1.27191,-0.16,11.1,0.249144422,1.27441262,-0.00250262
14997,2/17/17,8/18/17,12,INSY,Call,1.4,0.5509,,11.1,0.498288843,0.558509599,-0.007609599
15016,2/17/17,3/17/17,25,IDTI,Call,0.55,0.29197,-0.05,24.42,0.076659822,0.29442397,-0.00245397
15020,2/17/17,3/17/17,24,IDTI,Put,0.61,0.30417,0.01,24.42,0.076659822,0.301738415,0.002431585
15034,2/17/17,8/18/17,23,IDTI,Call,3.54,0.40301,,24.42,0.498288843,0.412172774,-0.009162774
15039,2/17/17,8/18/17,23,IDTI,Put,2,0.40147,,24.42,0.498288843,0.402431625,-0.000961625
15052,2/17/17,2/24/17,35.5,INTC,Call,0.99,0.10253,0.02,36.48,0.019164956,0.10646209,-0.00393209
15054,2/17/17,2/24/17,36.5,INTC,Call,0.2,0.1021,-0.03,36.48,0.019164956,0.103289744,-0.001189744
15055,2/17/17,2/24/17,37,INTC,Call,0.06,0.11756,-0.01,36.48,0.019164956,0.114570879,0.002989121
15060,2/17/17,2/24/17,39.5,INTC,Call,0.02,0.31739,,36.48,0.019164956,0.308871345,0.008518655
15064,2/17/17,2/24/17,34,INTC,Put,0.01,0.26172,,36.48,0.019164956,0.2525442,0.0091758
15065,2/17/17,2/24/17,34.5,INTC,Put,0.02,0.22476,,36.48,0.019164956,0.234594201,-0.009834201
15068,2/17/17,2/24/17,36,INTC,Put,0.11,0.13988,-0.04,36.48,0.019164956,0.144812461,-0.004932461
15080,2/17/17,3/3/17,36.5,INTC,Call,0.35,0.12484,-0.01,36.48,0.038329911,0.125088248,-0.000248248
15083,2/17/17,3/3/17,38,INTC,Call,0.03,0.14321,,36.48,0.038329911,0.138827115,0.004382885
15094,2/17/17,3/10/17,37,INTC,Call,0.24,0.12499,,36.48,0.057494867,0.127929492,-0.002939492
15111,2/17/17,3/24/17,35.5,INTC,Call,1.21,0.12833,,36.48,0.095824778,0.130606526,-0.002276526
15115,2/17/17,3/24/17,37.5,INTC,Call,0.25,0.13205,0.02,36.48,0.095824778,0.137505022,-0.005455022
15117,2/17/17,3/24/17,38.5,INTC,Call,0.06,0.12619,,36.48,0.095824778,0.127482943,-0.001292943
15118,2/17/17,3/24/17,39,INTC,Call,0.05,0.14753,,36.48,0.095824778,0.143579255,0.003950745
15122,2/17/17,3/3/17,34,INTC,Put,0.03,0.20745,,36.48,0.038329911,0.216977622,-0.009527622
15139,2/17/17,3/10/17,35.5,INTC,Put,0.19,0.16037,-0.04,36.48,0.057494867,0.159434848,0.000935152
15141,2/17/17,3/10/17,36.5,INTC,Put,0.52,0.14125,-0.13,36.48,0.057494867,0.147634962,-0.006384962
15142,2/17/17,3/10/17,37,INTC,Put,0.84,0.15368,-0.81,36.48,0.057494867,0.155979996,-0.002299996
15146,2/17/17,3/17/17,33,INTC,Put,0.04,0.21872,,36.48,0.076659822,0.216486446,0.002233554
15147,2/17/17,3/17/17,34,INTC,Put,0.08,0.19553,-0.02,36.48,0.076659822,0.192226514,0.003303486
15148,2/17/17,3/17/17,35,INTC,Put,0.18,0.16671,-0.02,36.48,0.076659822,0.172771612,-0.006061612
15149,2/17/17,3/17/17,36,INTC,Put,0.41,0.15911,-0.02,36.48,0.076659822,0.15646906,0.00264094
15150,2/17/17,3/17/17,37,INTC,Put,0.9,0.14818,-0.05,36.48,0.076659822,0.151399909,-0.003219909
15151,2/17/17,3/17/17,38,INTC,Put,1.71,0.16928,-0.04,36.48,0.076659822,0.175238692,-0.005958692
15155,2/17/17,3/24/17,33.5,INTC,Put,0.12,0.22321,,36.48,0.095824778,0.220883096,0.002326904
15160,2/17/17,3/24/17,36,INTC,Put,0.49,0.15698,-0.05,36.48,0.095824778,0.158952393,-0.001972393
15166,2/17/17,4/21/17,34,INTC,Call,2.69,0.16306,0.02,36.48,0.1724846,0.163405243,-0.000345243
15168,2/17/17,4/21/17,36,INTC,Call,1.25,0.15934,0.05,36.48,0.1724846,0.162183588,-0.002843588
15171,2/17/17,4/21/17,39,INTC,Call,0.15,0.13922,-0.03,36.48,0.1724846,0.142842793,-0.003622793
15172,2/17/17,4/21/17,40,INTC,Call,0.07,0.14585,-0.01,36.48,0.1724846,0.147422115,-0.001572115
15173,2/17/17,4/21/17,33,INTC,Put,0.16,0.20451,-0.02,36.48,0.1724846,0.201509543,0.003000457
